sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
femenino;servicio;peluqueria;picacho;2;6;2018-03-14;6500000;microempresarial
femenino;comercio;legumbreria;san antonio;1;8;2017-12-01;7000000;microempresarial
masculino;comercio;variedades;san javier no.1;2;13;2017-10-19;1200000;microempresarial
femenino;comercio;variedades;popular;2;1;2018-11-06;7000000;microempresarial
masculino;industria;fabricade;robledo;1;7;2018-02-01;4000000;microempresarial
femenino;industria;fabricade;playon de los ;2;2;2016-08-17;6890000;microempresarial
masculino;comercio;comidasrapidas;doce de octubre no.1;2;6;2019-03-01;828000;microempresarial
femenino;comercio;variedades;manrique central no. 2;2;3;2016-04-12;3000000;microempresarial
masculino;comercio;fabricade;villa hermosa;2;8;2018-02-07;7800000;microempresarial
femenino;comercio;variedades;santa rosa de lima;2;13;2018-08-29;7000000;microempresarial
masculino;comercio;almacenderopaen;santa cruz;2;2;2017-03-23;7000000;microempresarial
femenino;comercio;restaurante;castilla;3;5;2018-11-23;7000000;microempresarial
masculino;comercio;almacenderopaen;san jose de la cima no. ;1;3;2017-11-28;7300000;microempresarial
femenino;servicio;variedades;altavista;2;16;2017-07-13;7300000;microempresarial
femenino;servicio;peluqueria;aranjuez;3;4;2018-09-18;7000000;microempresarial
femenino;servicio;peluqueria;robledo;3;7;2016-06-03;6890000;microempresarial
masculino;comercio;fabricaderepuestos;cabecera san antonio ;3;80;2018-02-21;7800000;microempresarial
masculino;servicio;mantenimientoen;centro admtivo;2;10;2018-02-20;6000000;microempresarial
masculino;servicio;peluqueria;sucre;3;8;2017-12-29;5000000;microempresarial
femenino;servicio;comidasrapidas;santo domingo savio ;2;1;2016-02-18;6440500;microempresarial
masculino;servicio;barberia;belencito;2;13;2016-10-28;6800000;microempresarial
masculino;comercio;variedades;el salado ;1;80;2016-07-14;6890000;microempresarial
masculino;comercio;papeleria;santo domingo savio ;1;1;2018-06-07;5700000;microempresarial
femenino;servicio;peluqueria;guayabal;3;15;2018-03-15;7800000;microempresarial
femenino;comercio;almacenderopaen;san javier no.1;3;13;2018-04-24;3500000;microempresarial
femenino;industria;marroquineria;prado;3;10;2016-02-02;5600000;microempresarial
femenino;comercio;fabricade;belencito;2;13;2017-12-07;6000000;microempresarial
femenino;industria;fabricade;enciso;1;8;2016-09-07;6800000;microempresarial
masculino;servicio;comidasrapidas;francisco antonio zea;3;5;2016-12-14;6890000;microempresarial
femenino;comercio;almacenderopaen;la america;3;12;2016-08-22;6890000;microempresarial
femenino;comercio;tienda;la america;3;12;2016-07-14;700000;microempresarial
femenino;comercio;tiendanaturista;robledo;2;7;2017-01-11;4000000;microempresarial
femenino;industria;fabricade;manrique central no. 1;3;4;2018-03-07;7800000;microempresarial
femenino;industria;fabricade;san javier no.1;2;13;2019-04-01;8000000;microempresarial
femenino;industria;panaderia;manrique central no. 2;1;3;2018-02-22;7800000;microempresarial
femenino;comercio;cafeeinternet;buenos aires;3;9;2017-01-30;7377000;microempresarial
femenino;comercio;variedades;aranjuez;1;4;2018-02-15;5000000;microempresarial
femenino;industria;fabricade;aranjuez;3;4;2018-05-23;6000000;microempresarial
femenino;servicio;peluqueria;robledo;2;7;2018-05-29;6500000;microempresarial
masculino;comercio;cafeteria;campo valdes no. 1;3;4;2018-01-16;5000000;microempresarial
masculino;comercio;variedades;santa cruz;1;2;2019-02-21;5000000;microempresarial
femenino;comercio;tienda;villa del socorro;2;2;2017-09-06;7377000;microempresarial
femenino;comercio;variedades;popular;2;1;2018-07-25;2500000;microempresarial
masculino;comercio;bares;campo valdes no. 1;3;4;2017-05-03;6000000;microempresarial
femenino;comercio;charcuteria;20 de julio;1;13;2016-10-07;6000000;microempresarial
masculino;servicio;ventadelacteos;manrique central no. 1;3;4;2017-04-06;7377000;microempresarial
masculino;comercio;mantenimientoen;cabecera san cristobal;2;60;2016-04-06;6800000;microempresarial
femenino;industria;fabricade;popular;2;1;2018-06-05;6000000;microempresarial
femenino;comercio;tienda;cabecera san antonio ;2;80;2016-08-01;5000000;microempresarial
femenino;comercio;distribuidorade;san javier no.2;3;10;2017-05-30;7370000;microempresarial
femenino;comercio;variedades;manrique central no. 1;1;4;2017-11-17;5000000;microempresarial
femenino;servicio;barberia;aranjuez;3;4;2018-05-04;7800000;microempresarial
femenino;comercio;almacenderopaen;popular;2;1;2017-02-20;6000000;microempresarial
femenino;comercio;variedades;aranjuez;2;4;2018-07-16;3000000;microempresarial
femenino;industria;fabricade;enciso;2;8;2016-03-29;5000000;microempresarial
masculino;servicio;tienda;buenos aires;2;9;2016-07-26;4000000;microempresarial
femenino;comercio;comidasrapidas;llanaditas;1;8;2018-03-05;4400000;microempresarial
femenino;comercio;tiendadehelados;loreto;3;9;2018-04-20;4000000;microempresarial
femenino;comercio;variedades;cabecera san antonio ;2;80;2017-09-07;7000000;microempresarial
masculino;comercio;comidasrapidas;robledo;1;7;2018-06-08;4000000;microempresarial
masculino;industria;ventadecalzado;manrique central no. 1;1;4;2017-06-07;4000000;microempresarial
masculino;industria;fabricade;barrio caicedo;1;9;2018-06-21;7000000;microempresarial
femenino;comercio;variedades;cabecera san antonio ;2;80;2017-03-27;7377000;microempresarial
femenino;industria;fabricade;san javier no.1;3;13;2017-05-30;7370000;microempresarial
femenino;comercio;bares;campo valdes no. 1;2;4;2017-05-09;6000000;microempresarial
masculino;comercio;distribuidorade;belen;3;16;2018-11-08;7800000;microempresarial
masculino;comercio;comidasrapidas;las granjas;2;3;2018-06-22;6000000;microempresarial
masculino;comercio;variedades;manrique central no. 2;3;3;2019-01-04;6350000;microempresarial
femenino;industria;fabricade;manrique central no. 1;2;4;2018-02-09;6000000;microempresarial
masculino;comercio;tienda;moravia;2;4;2018-08-29;7800000;microempresarial
femenino;comercio;productosdebelleza;boyaca;3;5;2017-10-09;7370000;microempresarial
masculino;comercio;variedades;cabecera san cristobal;2;60;2017-10-20;4000000;microempresarial
masculino;industria;floristeria;cabecera san cristobal;2;60;2017-10-12;7300000;microempresarial
masculino;comercio;panaderia;francisco antonio zea;3;60;2017-07-26;7370000;microempresarial
masculino;comercio;variedades;guayabal;3;15;2018-04-30;7000000;microempresarial
femenino;comercio;tienda;el salvador;3;9;2018-03-20;7000000;microempresarial
masculino;comercio;miscelanea;santa cruz;2;2;2017-12-19;4000000;microempresarial
masculino;comercio;tienda;popular;2;1;2017-03-30;7000000;microempresarial
masculino;agropecuaria;sembrados;cabecera san cristobal;2;60;2018-09-11;19000000;agropecuaria
masculino;comercio;tienda;cabecera san cristobal;2;60;2018-03-23;2500000;microempresarial
femenino;industria;fabricade;san javier no.1;2;13;2017-12-21;5200000;microempresarial
femenino;industria;fabricadecalzado;cabecera san cristobal;3;60;2017-08-03;6000000;microempresarial
masculino;comercio;variedades;san javier no.1;1;13;2018-03-05;6500000;microempresarial
masculino;comercio;tienda;villatina;2;8;2016-10-10;2500000;microempresarial
femenino;comercio;tienda;alejandro echavarria;3;9;2016-12-07;6890000;microempresarial
masculino;comercio;tienda;zona expansion san ;2;80;2016-07-06;2500000;microempresarial
masculino;comercio;variedades;campo valdes no. 1;3;4;2017-06-16;7000000;microempresarial
femenino;comercio;comidasrapidas;toscana;3;5;2018-01-24;2000000;microempresarial
masculino;comercio;restaurante;la milagrosa;3;9;2017-05-24;7377000;microempresarial
femenino;comercio;variedades;la francia;2;2;2017-08-31;3000000;microempresarial
femenino;servicio;restaurante;francisco antonio zea;3;5;2016-05-31;4000000;microempresarial
masculino;industria;ebanistaria;castilla;3;5;2017-11-07;7300000;microempresarial
masculino;comercio;comidasrapidas;cabecera san antonio ;2;80;2017-10-24;7000000;microempresarial
masculino;comercio;panaderia;palmitas;2;50;2016-07-21;2000000;microempresarial
femenino;comercio;almacenderopaen;robledo;2;7;2017-09-29;7300000;microempresarial
masculino;comercio;variedades;popular;1;1;2017-10-23;4000000;microempresarial
femenino;comercio;comidasrapidas;manrique central no. 1;2;4;2018-01-25;7810000;microempresarial
masculino;industria;fabricadecalzado;popular;2;1;2016-10-28;6800000;microempresarial
femenino;industria;fabricade;pajarito;2;60;2017-06-14;7000000;microempresarial
masculino;comercio;joyeria;cabecera san antonio ;3;80;2017-11-08;248911;microempresarial
femenino;comercio;comidasrapidas;belen;3;16;2018-02-14;2000000;microempresarial
femenino;servicio;variedades;guayabal;3;15;2018-07-04;4000000;microempresarial
masculino;comercio;recreativoeducativo;manrique central no. 2;2;3;2016-05-11;6800000;microempresarial
femenino;agropecuaria;jardineria;santa elena central;2;90;2017-02-22;13000000;agropecuaria
femenino;industria;fotografia;santa monica;3;12;2018-08-08;7800000;microempresarial
masculino;comercio;fabricadealimentos;calasanz;3;12;2018-11-15;7800000;microempresarial
femenino;servicio;comidasrapidas;alfonso lopez;2;5;2016-02-18;6890000;microempresarial
femenino;industria;fabricade;belen;3;16;2019-05-29;1850000;microempresarial
femenino;servicio;variedades;robledo;3;7;2017-08-15;7377000;microempresarial
femenino;industria;fabricadearepas;aranjuez;2;4;2016-03-04;4000000;microempresarial
femenino;industria;fabricade;popular;1;1;2018-10-03;7000000;microempresarial
masculino;comercio;tienda;prado;3;10;2017-03-28;7000000;microempresarial
femenino;industria;fabricade;villa del socorro;2;2;2017-07-04;7000000;microempresarial
femenino;comercio;variedades;la floresta;2;12;2017-10-31;2000000;microempresarial
femenino;comercio;comidasrapidas;guayabal;3;15;2019-01-22;8200000;microempresarial
femenino;servicio;miscelanea;barrio caicedo;2;9;2016-11-02;5000000;microempresarial
femenino;comercio;variedades;boyaca;3;5;2018-06-07;4000000;microempresarial
femenino;servicio;peluqueria;andalucia;2;2;2017-07-06;5000000;microempresarial
femenino;industria;fabricade;aranjuez;2;4;2018-10-31;3000000;microempresarial
femenino;comercio;comidasrapidas;cabecera san cristobal;2;60;2018-01-30;7800000;microempresarial
femenino;industria;panaderia;manrique central no. 2;3;3;2016-05-12;6890000;microempresarial
femenino;comercio;almacenderopaen;manrique central no. 1;2;4;2018-06-08;7000000;microempresarial
masculino;servicio;comidasrapidas;santander;2;6;2016-09-15;1000000;microempresarial
femenino;comercio;almacenderopaen;aranjuez;1;4;2017-09-25;7300000;microempresarial
masculino;comercio;viveros;belen;3;16;2017-08-10;7000000;microempresarial
femenino;industria;fabricade;barrio caicedo;1;9;2019-03-14;7250000;microempresarial
femenino;servicio;peluqueria;santa monica;3;12;2018-06-27;7800000;microempresarial
masculino;industria;fabricade;buenos aires;2;9;2017-10-05;3000000;microempresarial
femenino;comercio;variedades;moravia;2;4;2018-07-26;7800000;microempresarial
masculino;servicio;mantenimientoen;robledo;2;7;2018-11-14;7500000;microempresarial
masculino;comercio;almacenderopaen;villatina;1;8;2016-10-04;4000000;microempresarial
masculino;servicio;comidasrapidas;versalles no. 2;1;3;2017-11-20;3000000;microempresarial
femenino;comercio;comidasrapidas;el salvador;3;9;2018-08-17;5000000;microempresarial
femenino;industria;fabricade;belen;3;16;2018-04-25;7800000;microempresarial
femenino;comercio;variedades;nuevos conquistadores;2;13;2017-11-10;2500000;microempresarial
masculino;servicio;variedades;robledo;2;7;2018-04-06;7800000;microempresarial
femenino;industria;fabricade;cabecera san cristobal;3;60;2019-04-08;8000000;microempresarial
femenino;comercio;almacenderopaen;picacho;2;6;2017-06-01;4400000;microempresarial
masculino;comercio;variedades;robledo;2;7;2017-07-24;7000000;microempresarial
masculino;industria;cerrajeria;manrique central no. 2;2;3;2016-03-14;4000000;microempresarial
femenino;industria;fabricade;la milagrosa;3;9;2018-02-21;4000000;microempresarial
femenino;comercio;almacenderopaen;robledo;1;7;2018-04-16;4000000;microempresarial
masculino;industria;reciclaje;belen;3;16;2017-05-30;7000000;microempresarial
femenino;comercio;variedades;la milagrosa;3;9;2016-10-31;6800000;microempresarial
femenino;comercio;variedades;barrio caicedo;2;9;2017-04-07;1500000;microempresarial
femenino;servicio;peluqueria;20 de julio;1;13;2018-11-13;6000000;microempresarial
femenino;comercio;variedades;campo valdes no. 1;3;4;2016-03-28;1300000;microempresarial
masculino;industria;fabricade;la francia;2;2;2018-06-22;7800000;microempresarial
femenino;comercio;almacenderopaen;boston;3;10;2017-02-06;7377000;microempresarial
femenino;industria;fabricade;picacho;1;6;2018-12-06;7000000;microempresarial
femenino;comercio;variedades;aranjuez;2;4;2016-04-13;4000000;microempresarial
femenino;industria;fabricade;picacho;1;6;2018-10-03;5250000;microempresarial
femenino;comercio;tiendadehelados;playon de los ;2;2;2017-11-28;7000000;microempresarial
masculino;comercio;papeleria;castilla;3;5;2016-08-18;2000000;microempresarial
femenino;comercio;variedades;robledo;2;7;2018-01-29;7300000;microempresarial
femenino;industria;fabricade;andalucia;2;2;2017-04-17;7000000;microempresarial
masculino;industria;ebanistaria;popular;1;1;2017-09-13;7000000;microempresarial
masculino;servicio;peluqueria;robledo;2;7;2018-04-27;2000000;microempresarial
femenino;comercio;almacenderopaen;pablo vi;2;2;2018-03-14;4000000;microempresarial
masculino;industria;fabricade;buenos aires;3;9;2018-12-10;2000000;microempresarial
femenino;comercio;almacenderopaen;la ladera;3;8;2016-11-16;6800000;microempresarial
femenino;comercio;variedades;robledo;3;7;2017-08-02;5000000;microempresarial
masculino;comercio;comidasrapidas;enciso;2;8;2018-10-22;7800000;microempresarial
femenino;comercio;granero;cabecera san antonio ;3;80;2017-02-14;5000000;microempresarial
masculino;servicio;barberia;robledo;1;7;2018-06-01;7800000;microempresarial
femenino;industria;carpinteria;belalcazar;2;5;2019-01-25;7300000;microempresarial
femenino;industria;fabricade;villatina;1;8;2019-02-27;6000000;microempresarial
femenino;servicio;peluqueria;20 de julio;2;13;2016-11-16;3500000;microempresarial
masculino;comercio;tiendadehelados;san javier no.1;3;13;2017-04-19;7000000;microempresarial
masculino;industria;fabricade;santo domingo savio ;2;1;2016-03-10;6890000;microempresarial
femenino;industria;fabricade;doce de octubre no.1;2;6;2016-12-30;6000000;microempresarial
masculino;servicio;lavaderode;robledo;2;7;2018-10-03;7800000;microempresarial
femenino;comercio;comidasrapidas;manrique oriental;2;3;2018-05-25;782000;microempresarial
femenino;comercio;comidasrapidas;robledo;3;7;2018-10-03;2000000;microempresarial
femenino;industria;fabricade;robledo;3;7;2016-11-09;6000000;microempresarial
femenino;comercio;comidasrapidas;andalucia;2;2;2017-11-27;3000000;microempresarial
femenino;industria;fabricade;buenos aires;2;9;2017-06-12;7300000;microempresarial
femenino;industria;variedades;santa cruz;2;2;2017-02-03;6000000;microempresarial
femenino;comercio;variedades;las brisas;3;5;2019-02-11;8281000;microempresarial
femenino;comercio;restaurante;moravia;2;4;2018-09-05;7000000;microempresarial
femenino;servicio;peluqueria;robledo;2;7;2018-10-03;7800000;microempresarial
masculino;comercio;variedades;la floresta;2;12;2018-10-26;5000000;microempresarial
masculino;servicio;mantenimientoen;manrique oriental;2;3;2018-08-06;7000000;microempresarial
femenino;servicio;comidasrapidas;kennedy;2;6;2017-02-23;5000000;microempresarial
femenino;servicio;peluqueria;san javier no.1;1;13;2017-09-12;7300000;microempresarial
femenino;comercio;tienda;manrique central no. 2;1;3;2016-03-30;6000000;microempresarial
masculino;comercio;variedades;el pesebre;1;13;2017-08-28;7000000;microempresarial
masculino;comercio;tienda;la libertad;2;8;2018-06-27;7800000;microempresarial
masculino;servicio;cafeeinternet;alfonso lopez;3;5;2016-02-20;6000000;microempresarial
masculino;comercio;variedades;enciso;2;8;2016-09-27;6800000;microempresarial
femenino;servicio;barberia;popular;2;1;2018-05-30;7000000;microempresarial
masculino;industria;fabricade;campo valdes no. 1;3;4;2017-01-19;4000000;microempresarial
femenino;comercio;almacenderopaen;moravia;1;4;2018-04-17;5000000;microempresarial
femenino;comercio;comidasrapidas;cabecera san cristobal;2;60;2018-11-22;1000000;microempresarial
femenino;servicio;tienda;buenos aires;3;9;2017-10-03;6251000;microempresarial
femenino;comercio;almacenderopaen;santo domingo savio ;1;1;2017-04-06;2000000;microempresarial
